accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000008485.1	1	100	0.19	444	c__Gammaproteobacteria (UID4388)	262	0	3003913	88.4087841557	1	1300304	38.2695269491	3397754	RS_GCF_000008485.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella pneumophila	type strain of species	LPSN; DSMZ; StrainInfo	t	1	1	3397754	3397754	3397754	3	2888	NC_002942.5	3397754	3	110	NC_002942.5	2888	5334	0	100	CP013742.3108297.3111205	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella pneumophila	3397754	3397754	t	f	f	3397754	3397754	Complete Genome	ASM848v1	n/a	PRJNA57609	SAMN02603156	none	none	none	2004-9-24	GCA_000008485.1	none	full	none	none	none	1	0	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	2943	reference genome	9	none	none	none	none	none	2004/09/24	0	446	3	Philadelphia 1	Columbia Genome Center	272624	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella pneumophila	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella pneumophila;sb__Legionella pneumophila subsp. pneumophila;x__Legionella pneumophila subsp. pneumophila str. Philadelphia 1	0	3397754	11	43	assembly from type material	3397754	0	none	3024	1	3397754	3	1539	2832	0	99.87	4405305	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__pneumophila	1539	NC_002942.5	1539	2843	0	100	CP003024.608216.609759	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella pneumophila subsp. pneumophila str. Hextuple_3a	0	20	43	0
RS_GCF_000008525.1	42	99.36	0	618	g__Helicobacter (UID3132)	246	0	1511241	90.6092032518	1	648353	38.8741624571	1667867	RS_GCF_900478295.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	not type material	none	f	1	1	1667867	1667867	1667867	2	2882	NC_000915.1	none	0	none	none	2882	5319	0	100	AE000511.1473918.1476893	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori 26695	1667867	1667867	f	f	t	1667867	1667867	Complete Genome	ASM852v1	n/a	PRJNA57787	SAMN02603995	none	none	none	1999-12-22	GCA_000008525.1	none	full	none	none	none	1	0	Helicobacter pylori 26695	1448	reference genome	7	none	none	none	none	none	1999/12/22	0	210	2	26695	TIGR	85962	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;x__Helicobacter pylori 26695	0	1667867	11	36	none	1667867	0	none	1579	1	1667867	2	1502	2680	0	98.802	609022	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori	1498	NC_000915.1	1498	2748	0	100	CP003905.1207597.1209096	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori Rif1	0	20	36	0
RS_GCF_000008545.1	0	100	1.79	101	k__Bacteria (UID209)	56	100	1766040	94.9113920649	1	860543	46.2477260208	1860725	RS_GCF_000008545.1	t	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	type strain of species	LPSN; DSMZ; StrainInfo	t	1	1	1860725	1860725	1860725	1	3016	NC_000853.1	1860725	1	104	NC_000853.1	3016	5570	0	100	AE000512.190766.193787	Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga maritima MSB8	1860725	1860725	t	f	f	1860725	1860725	Complete Genome	ASM854v1	n/a	PRJNA57723	SAMN02603986	none	none	none	2001-1-9	GCA_000008545.1	none	full	none	none	none	1	0	Thermotoga maritima MSB8	1862	reference genome	3	none	none	none	none	none	2001/01/09	0	2336	1	MSB8	TIGR	243274	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima;x__Thermotoga maritima MSB8	0	1860725	11	46	assembly from type material	1860725	0	none	1866	1	1860725	1	1558	2793	0	99.037	3767467	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__	1556	NC_000853.1	1556	2874	0	100	AE000512.188968.190526	Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga maritima MSB8	0	20	46	0
RS_GCF_000008565.1	95	98.72	0	315	k__Bacteria (UID2142)	235	0	2903376	88.4055446818	4	2187656	66.6143533875	3284156	RS_GCF_000008565.1	t	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiodurans	type strain of species	LPSN; DSMZ; StrainInfo	t	1	1	2648638	2648638	2648638	4	2874	NC_001263.1-#2	2648638	3	101	NC_001263.1	2874	5301	0	99.965	CP015081.476564.479441	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus radiodurans R1	821039	821039	t	f	f	2648638	2648638	Complete Genome	ASM856v1	n/a	PRJNA57665	SAMN02603976	none	none	none	2000-12-11	GCA_000008565.1	none	full	none	none	none	4	0	Deinococcus radiodurans R1	3182	reference genome	8	none	none	none	none	none	2000/12/11	0	1299	3	R1	TIGR	243230	d__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiodurans	d__Bacteria;x__Terrabacteria group;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiodurans;x__Deinococcus radiodurans R1	0	3284156	11	49	assembly from type material	3284156	0	none	3248	4	2648638	3	1500	2771	0	100	128604	k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__	1500	NC_001263.1	1500	2771	0	100	AE000513.2467934.2469435	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus radiodurans R1	0	20	49	0
RS_GCF_000008585.1	175	99.94	0	693	g__Mycobacterium (UID1816)	300	0	3974750	90.2565194852	1	2889216	65.6093950898	4403837	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	1	1	4403837	4403837	4403837	1	3129	NC_002755.2	none	0	none	none	3129	5779	0	100	JKRL01000002.303821.306956	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis TB_RSA162	4403837	4403837	f	f	t	4403837	4403837	Complete Genome	ASM858v1	n/a	PRJNA224116	SAMN02603992	none	none	none	2004-8-4	GCA_000008585.1	none	full	none	none	none	1	0	Mycobacterium tuberculosis CDC1551	4235	na	3	none	none	none	none	none	2004/08/04	0	1773	1	CDC1551	TIGR	83331	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis CDC1551	0	4403837	11	45	none	4403837	0	none	4080	1	4403837	1	1529	2824	0	100	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	1529	NC_002755.2	1529	2824	0	100	X58890.622.2157	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis	0	20	45	0
GB_GCA_000008605.1	67	100	0	235	f__Spirochaetaceae (UID2512)	124	0	1048744	92.1558754704	1	600552	52.775180501	1138011	RS_GCF_000410535.2	f	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema pallidum	not type material	none	f	1	1	1138011	1138011	1138011	2	2948	AE000520.1	1138011	2	103	AE000520.1	2948	5445	0	100	CP010558.281509.284467	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema pallidum subsp. pallidum (syphilis treponeme)	1138011	1138011	t	f	f	1138011	1138011	Complete Genome	ASM860v1	n/a	PRJNA5	SAMN02604348	none	none	none	1999-12-22	GCA_000008605.1	none	full	none	none	none	1	0	Treponema pallidum subsp. pallidum str. Nichols	1031	na	6	none	none	none	none	none	1999/12/22	0	160	2	Nichols	US DOE Joint Genome Institute (JGI-PGF)	243276	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema pallidum	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema pallidum;sb__Treponema pallidum subsp. pallidum;x__Treponema pallidum subsp. pallidum str. Nichols	0	1138011	11	45	none	1138011	0	none	1009	1	1138011	2	1545	2837	0	99.806	2707164	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	1545	AE000520.1	1545	2854	0	100	CP003679.231299.232859	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema 2;Treponema pallidum subsp. pallidum str. Sea 81-4	0	20	45	0
RS_GCF_000008625.1	0	98.98	1.22	335	k__Bacteria (UID3060)	246	75	1505992	94.6693814587	2	688838	43.3016027875	1590791	RS_GCF_000008625.1	t	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus	not type material	none	f	1	1	1551335	1551335	1551335	2	2946	NC_000918.1	1551335	2	111	NC_000918.1	2946	5441	0	100	AE000657.1193970.1196925	Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Aquifex;Aquifex aeolicus VF5	795395	795395	t	f	f	1551335	1551335	Complete Genome	ASM862v1	n/a	PRJNA57765	SAMN02603207	none	none	none	1999-12-22	GCA_000008625.1	none	full	none	none	none	2	0	Aquifex aeolicus VF5	1526	reference genome	6	none	none	none	none	none	1999/12/22	0	63363	2	VF5	DIVERSA	224324	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus	d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex aeolicus;x__Aquifex aeolicus VF5	0	1590791	11	44	assembly from type material	1590791	0	none	1776	2	1551335	2	1578	2915	0	100	128637	k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__	1579	NC_000918.1	1579	2916	0	100	AJ309733.1.1586	Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae;Aquifex;Aquifex aeolicus	0	20	44	1
RS_GCF_000008685.2	55	100	0	235	f__Spirochaetaceae (UID2512)	124	0	1297466	85.2918207109	22	428672	28.1807286972	1521208	RS_GCF_000008685.2	t	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi	type strain of species	LPSN; DSMZ; StrainInfo	t	1	1	910724	910724	910724	2	2923	NC_001318.1-#2	910724	2	104	NC_001318.1-#2	2923	5398	0	100	CP009656.438545.441479	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borreliella;Borreliella burgdorferi (Lyme disease spirochete)	69145	69145	t	f	f	910724	910724	Complete Genome	ASM868v2	n/a	PRJNA57581	SAMN02603966	none	none	none	2011-11-9	GCA_000008685.2	none	full	none	none	none	22	0	Borrelia burgdorferi B31	1392	reference genome	5	none	none	none	none	none	2011/11/09	0	139	1	B31	TIGR	224326	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi;x__Borreliella burgdorferi B31	0	1521208	11	32	assembly from type material	1521208	0	none	1511	22	910724	2	1532	2774	0	99.347	4301713	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__[Borreliales];f__[Borreliaceae];g__Borrelia;s__	1532	NC_001318.1	1532	2830	0	100	CP009656.444544.446086	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borreliella;Borreliella burgdorferi (Lyme disease spirochete)	0	19	32	0
RS_GCF_000008745.1	0	99.49	0	301	k__Bacteria (UID2993)	197	0	1098452	89.2883444559	1	499199	40.5776968534	1230230	RS_GCF_000007205.1	f	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydophila;s__Chlamydophila pneumoniae	not type material	none	f	1	1	1230230	1230230	1230230	1	2928	NC_000922.1	1230230	1	107	NC_000922.1	2928	5408	0	100	HV214386.1002344.1005277	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydophila pneumoniae	1230230	1230230	t	f	f	1230230	1230230	Complete Genome	ASM874v1	n/a	PRJNA57811	SAMN02603115	none	none	none	1999-12-22	GCA_000008745.1	none	full	none	none	none	1	0	Chlamydophila pneumoniae CWL029	1030	reference genome	3	none	none	none	none	none	1999/12/22	0	83558	1	CWL029	ChGP	115713	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia pneumoniae	d__Bacteria;x__PVC group;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;x__Chlamydia/Chlamydophila group;g__Chlamydia;s__Chlamydia pneumoniae;x__Chlamydia pneumoniae CWL029	0	1230230	11	38	none	1230230	0	none	1063	1	1230230	1	1550	2824	0	99.548	4365357	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__pneumoniae	1551	NC_000922.1	1551	2865	0	100	AE001363.1000564.1002115	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydophila pneumoniae CWL029	0	20	38	0
RS_GCF_000008765.1	0	100	0	404	g__Clostridium (UID1380)	145	0	3563436	86.2216178549	2	1278098	30.9251175935	4132880	RS_GCF_000008765.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_S;s__Clostridium_S acetobutylicum	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	3940880	3940880	3940880	11	2901	NC_003030.1	3940880	11	112	NC_003030.1-#9	2901	5358	0	100	CP002660.170309.173214	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium;Clostridium acetobutylicum DSM 1731	2066440	2066440	t	f	f	3940880	3940880	Complete Genome	ASM876v1	n/a	PRJNA57677	SAMN02603243	none	none	none	2002-11-22	GCA_000008765.1	none	full	none	none	none	2	0	Clostridium acetobutylicum ATCC 824	3778	reference genome	33	none	none	none	none	none	2002/11/22	0	1488	0	ATCC 824	Genome Therapeutics	272562	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium acetobutylicum	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium acetobutylicum;x__Clostridium acetobutylicum ATCC 824	0	4132880	11	73	assembly from type material	4132880	0	none	3896	2	3940880	11	1513	2724	0	99.273	4348796	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__acetobutylicum	1513	NC_003030.1-#9	1513	2795	0	100	AE001437.168613.170132	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 11;Clostridium acetobutylicum ATCC 824	0	19	72	0
RS_GCF_000008785.1	0	99.36	0	618	g__Helicobacter (UID3132)	246	0	1485261	90.3536312431	1	644196	39.1887000549	1643831	RS_GCF_900120335.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori_BU	not type material	none	f	1	1	1643831	1643831	1643831	2	2880	NC_000921.1-#2	none	0	none	none	2880	5308	0	99.931	CP011330.1270211.1273098	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori J99	1643831	1643831	f	f	t	1643831	1643831	Complete Genome	ASM878v1	n/a	PRJNA224116	SAMN02602990	none	none	none	2001-1-9	GCA_000008785.1	none	full	none	none	none	1	0	Helicobacter pylori J99	1562	na	6	none	none	none	none	none	2001/01/09	0	210	2	J99	ASTRA	85963	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;x__Helicobacter pylori J99	0	1643831	11	36	none	1643831	0	none	1505	1	1643831	2	1501	2754	0	99.8	4310109	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori	1500	NC_000921.1-#2	1500	2771	0	100	CP011330.1235991.1237499	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori J99	0	20	36	0
RS_GCF_000008805.1	0	99.75	1.9	804	f__Neisseriaceae (UID3901)	526	80	1862099	81.9455984087	1	1170898	51.5278388988	2272360	RS_GCF_900638555.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis	not type material	none	f	1	1	2272360	2272360	2272360	4	2887	NC_003112.2-#4	2272360	4	108	NC_003112.2-#4	2887	5332	0	100	APTW01000015.14865.17754	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Neisseriaceae;Neisseria;Neisseria meningitidis M13265	2272360	2272360	t	f	f	2272360	2272360	Complete Genome	ASM880v1	n/a	PRJNA57817	SAMN02603997	none	none	none	2005-5-26	GCA_000008805.1	none	full	none	none	none	1	0	Neisseria meningitidis MC58	1943	reference genome	12	none	none	none	none	none	2005/05/26	0	487	4	MC58	TIGR	122586	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis;x__Neisseria meningitidis serogroup B;x__Neisseria meningitidis MC58	0	2272360	11	59	none	2272360	0	none	2107	1	2272360	4	1535	2802	0	99.609	4326794	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__cinerea	1535	NC_003112.2-#4	1535	2835	0	100	CP006869.1570701.1572254	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Neisseriaceae;Neisseria;Neisseria meningitidis LNP21362	0	20	59	0
RS_GCF_000008885.1	0	100	0	134	k__Bacteria (UID2495)	80	0	617456	87.8310791973	2	158001	22.4751210519	703004	RS_GCF_000008885.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Wigglesworthia;s__Wigglesworthia glossinidia_A	not type material	none	f	1	1	697724	697724	697724	2	2917	NC_004344.2	697724	2	101	NC_004344.2	2917	5387	0	100	BA000021.681000.683921	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Wigglesworthia;Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	351502	351502	t	f	f	697724	697724	Complete Genome	ASM888v1	n/a	PRJNA224116	SAMD00061100	none	none	none	2004-5-11	GCA_000008885.1	none	full	none	none	none	2	0	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	643	representative genome	6	none	none	none	none	none	2004/05/11	0	51229	2	none	Yale Univ.	36870	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Wigglesworthia;s__Wigglesworthia glossinidia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Wigglesworthia;s__Wigglesworthia glossinidia;x__Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	0	703004	11	34	none	703004	0	none	646	2	697724	2	1546	2856	0	100	3115577	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__	1546	NC_004344.2	1546	2856	0	100	BA000021.684192.685742	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Wigglesworthia;Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	0	20	34	0
RS_GCF_000009025.1	0	99.01	0	151	k__Bacteria (UID1452)	101	0	1253060	89.7927770795	1	656247	47.0258731267	1395502	RS_GCF_000830885.1	f	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi_B	not type material	none	f	1	1	1395502	1395502	1395502	1	2947	NC_007356.1	1395502	1	103	NC_007356.1	2946	5441	0	100	AJ965256.47731.50680	Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides mccartyi CBDB1	1395502	1395502	t	f	f	1395502	1395502	Complete Genome	ASM902v1	n/a	PRJNA224116	SAMEA3138187	none	none	none	2005-8-19	GCA_000009025.1	none	full	none	none	none	1	0	Dehalococcoides mccartyi CBDB1	1428	na	3	none	none	none	none	none	2005/08/19	0	61435	1	CBDB1	Max Planck Institute	255470	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi	d__Bacteria;x__Terrabacteria group;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi;x__Dehalococcoides mccartyi CBDB1	0	1395502	11	46	none	1395502	0	none	1437	1	1395502	1	1493	2758	0	100	2778915	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__	1493	NC_007356.1	1493	2758	0	100	CP011127.850608.852116	Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides mccartyi	0	20	46	0
